SECTION,A,B,C,D,F,A - F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR
MMET-361,7,6,1,0,0,14,3.428,0,0,0,0,0,14,MA C
MMET-361,5,5,0,0,0,10,3.5,0,0,0,0,0,10,MA C
MMET-361,1,5,4,0,0,10,2.7,0,0,0,0,0,10,MA C
MMET-361,4,6,0,0,0,10,3.4,0,0,0,1,0,11,MA C
MMET-363,12,17,20,6,5,60,2.416,0,0,0,7,0,67,WANG J
MMET-363,3,11,33,5,5,57,2.035,0,0,0,10,0,67,WANG J
MMET-370,2,6,5,1,1,15,2.466,0,0,0,0,0,15,SEHGAL S
MMET-370,3,7,2,0,0,12,3.083,0,0,0,1,0,13,SEHGAL S
MMET-370,1,6,1,1,0,9,2.777,0,0,0,4,0,13,SEHGAL S
MMET-370,4,1,7,0,1,13,2.538,0,0,0,2,0,15,SEHGAL S
MMET-370,2,6,4,2,0,14,2.571,0,0,0,0,0,14,ALVARADO J
MMET-370,5,6,2,0,0,13,3.23,0,0,0,0,0,13,ALVARADO J
MMET-370,2,8,0,1,0,11,3,0,0,0,0,0,11,ALVARADO J
MMET-370,4,5,3,0,0,12,3.083,0,0,0,2,0,14,ALVARADO J
MMET-376,2,4,3,2,0,11,2.545,0,0,0,2,0,13,FENG D
MMET-376,0,2,4,0,0,6,2.333,0,0,0,0,0,6,FENG D
MMET-376,0,2,4,0,0,6,2.333,0,0,0,0,0,6,FENG D
MMET-376,0,1,8,0,0,9,2.111,0,0,0,4,0,13,FENG D
MMET-376,2,5,4,0,0,11,2.818,0,0,0,2,0,13,FENG D
MMET-376,2,3,6,1,0,12,2.5,0,0,0,1,0,13,FENG D
MMET-376,4,1,4,1,0,10,2.8,0,0,0,2,0,12,FENG D
MMET-376,1,6,0,1,0,8,2.875,0,0,0,4,0,12,FENG D
MMET-376,0,8,3,0,1,12,2.5,0,0,0,0,0,12,FENG D
MMET-380,0,0,4,2,0,6,1.666,0,0,0,0,0,6,HUNG N
MMET-380,3,3,5,1,1,13,2.461,0,0,0,0,0,13,HUNG N
MMET-380,1,3,4,3,0,11,2.181,0,0,0,2,0,13,HUNG N
MMET-380,0,7,3,0,3,13,2.076,0,0,0,1,0,14,HUNG N
MMET-380,2,3,6,0,1,12,2.416,0,0,0,2,0,14,HUNG N
MMET-380,2,6,1,4,2,15,2.133,0,0,0,0,0,15,HUNG N
MMET-383,2,9,1,0,0,12,3.083,0,0,0,0,0,12,HSIEH S
MMET-383,0,10,2,0,0,12,2.833,0,0,0,0,0,12,HSIEH S
MMET-383,3,8,0,0,0,11,3.272,0,0,0,0,0,11,HSIEH S
MMET-383,3,6,1,0,0,10,3.2,0,0,0,0,0,10,HSIEH S
MMET-383,4,6,1,0,0,11,3.272,0,0,0,0,0,11,HSIEH S
MMET-401,2,7,4,0,1,14,2.642,0,0,0,0,0,14,GHARIB M
MMET-401,1,6,5,0,1,13,2.461,0,0,0,0,0,13,GHARIB M
MMET-401,2,9,2,0,1,14,2.785,0,0,0,0,0,14,GHARIB M
MMET-401,1,8,4,0,0,13,2.769,0,0,0,0,0,13,GHARIB M
MMET-401,5,6,1,1,0,13,3.153,0,0,0,0,0,13,GHARIB M
MMET-401,2,6,6,0,0,14,2.714,0,0,0,0,0,14,GHARIB M
MMET-401,4,8,2,0,0,14,3.142,0,0,0,0,0,14,GHARIB M
MMET-401,6,4,5,0,0,15,3.066,0,0,0,0,0,15,GHARIB M
MMET-401,3,5,5,0,1,14,2.642,0,0,0,0,0,14,GHARIB M
MMET-401,4,7,3,0,0,14,3.071,0,0,0,0,0,14,GHARIB M
MMET-401,5,4,3,0,0,12,3.166,0,0,0,0,0,12,GHARIB M
MMET-402,4,6,2,0,0,12,3.166,0,0,0,0,0,12,SMITH C
MMET-402,1,4,6,0,0,11,2.545,0,0,0,0,0,11,SMITH C
MMET-402,1,7,4,0,0,12,2.75,0,0,0,0,0,12,SMITH C
MMET-402,1,8,3,0,0,12,2.833,0,0,0,0,0,12,SMITH C
MMET-402,1,5,2,0,0,8,2.875,0,0,0,0,0,8,SMITH C
MMET-402,3,6,4,0,0,13,2.923,0,0,0,0,0,13,SMITH C
MMET-410,2,5,2,0,0,9,3,0,0,0,0,0,9,HSIEH S
MMET-410,1,7,2,0,0,10,2.9,0,0,0,1,0,11,HSIEH S
MMET-410,0,8,3,0,0,11,2.727,0,0,0,0,0,11,HSIEH S
MMET-410,1,5,5,0,0,11,2.636,0,0,0,1,0,12,HSIEH S
MMET-410,1,6,4,0,1,12,2.5,0,0,0,0,0,12,HSIEH S
MMET-410,3,7,2,0,0,12,3.083,0,0,0,0,0,12,HSIEH S
MMET-412,1,8,4,1,0,14,2.642,0,0,0,0,0,14,LEON V
MMET-412,1,5,9,0,1,16,2.312,0,0,0,0,0,16,LEON V
MMET-412,5,3,6,0,0,14,2.928,0,0,0,0,0,14,LEON V
MMET-412,1,9,6,0,0,16,2.687,0,0,0,0,0,16,LEON V
MMET-422,13,4,6,0,0,23,3.304,0,0,0,0,0,23,BRADLEY G
MMET-422,10,12,3,0,0,25,3.28,0,0,0,0,0,25,SMITH C
MMET-422,11,9,0,0,0,20,3.55,0,0,0,0,0,20,JOHNSON M
MMET-429,1,16,0,0,0,17,3.058,0,0,0,0,0,17,BRADLEY G
MMET-429,11,19,0,0,0,30,3.366,0,0,0,0,0,30,BRADLEY G
MMET-463,13,22,14,1,1,51,2.882,0,0,0,0,0,51,KUTTOLAMADOM M
MXET-300,4,6,4,1,0,15,2.866,0,0,0,0,0,15,SONG X
MXET-300,6,3,5,0,0,14,3.071,0,0,0,0,0,14,SONG X
MXET-300,3,4,3,0,0,10,3,0,0,0,0,0,10,SONG X
MXET-375,3,6,1,1,1,12,2.75,0,0,0,0,0,12,SONG X
MXET-375,0,4,3,0,1,8,2.25,0,0,0,0,0,8,SONG X
MXET-375,7,5,3,1,0,16,3.125,0,0,0,0,0,16,SONG X
MXET-375,5,7,2,1,0,15,3.066,0,0,0,0,0,15,SONG X
MXET-400,3,7,1,0,0,11,3.181,0,0,0,0,0,11,LEE K
MXET-400,5,1,3,0,0,9,3.222,0,0,0,2,0,11,LEE K
MXET-400,2,6,3,0,0,11,2.909,0,0,0,0,0,11,LEE K
MXET-400,4,5,2,0,0,11,3.181,0,0,0,0,0,11,LEE K
TCMG-272,13,8,1,0,0,22,3.545,0,0,0,0,0,22,MENDOZA DIAZ N
TCMG-272,14,8,3,0,0,25,3.44,0,0,0,1,0,26,MENDOZA DIAZ N
TCMG-274,13,10,2,0,1,26,3.307,0,0,0,1,0,27,SONG D
TCMG-274,8,12,3,0,1,24,3.083,0,0,0,0,0,24,SONG D
TCMG-303,39,5,2,0,1,47,3.723,0,0,0,1,0,48,WALKER D
TCMG-303,14,1,2,0,0,17,3.705,0,0,0,0,0,17,WALKER D
TCMG-308,20,23,2,2,0,47,3.297,0,0,0,1,0,48,MAI B
TCMG-308,37,28,2,0,0,67,3.522,0,0,0,1,0,68,MAI B
TCMG-316,29,15,3,0,0,47,3.553,0,0,0,0,0,47,LI X
TCMG-402,15,12,6,1,1,35,3.114,0,0,0,0,0,35,MARK C
TCMG-402,19,10,10,2,0,41,3.121,0,0,0,1,0,42,MARK C
TCMG-412,34,8,5,0,0,47,3.617,0,0,0,1,0,48,MIKEAL A
TCMG-476,15,10,2,0,1,28,3.357,0,0,0,0,0,28,IVEY C
TCMG-476,4,9,2,0,0,15,3.133,0,0,0,0,0,15,SWEENEY D
TCMT-623,7,8,2,0,0,17,3.294,0,0,0,1,0,18,MARINI M
TCMT-623,9,7,2,0,0,18,3.388,0,0,0,0,0,18,MARINI M
TCMT-623,12,4,0,0,0,16,3.75,0,0,0,0,0,16,MARINI M
TCMT-623,13,5,0,0,0,18,3.722,0,0,0,0,0,18,MARINI M
TCMT-624,13,5,0,0,0,18,3.722,0,0,0,0,0,18,SPENCE E
TCMT-624,15,3,0,0,0,18,3.833,0,0,0,0,0,18,SPENCE E
TCMT-624,14,2,0,0,0,16,3.875,0,0,0,0,0,16,SPENCE E
TCMT-624,18,0,0,0,0,18,4,0,0,0,0,0,18,SPENCE E
TCMT-641,6,1,0,0,0,7,3.857,0,0,0,0,0,7,ASSAD C
TCMT-641,10,0,0,0,0,10,4,0,0,0,0,0,10,THOMPSON S
TCMT-641,8,3,0,0,0,11,3.727,0,0,0,0,0,11,MODY R
TCMT-641,6,3,0,0,0,9,3.666,0,0,0,0,0,9,ASSAD C
TCMT-643,16,2,0,0,0,18,3.888,0,0,0,0,0,18,SPEED F
TCMT-643,18,1,0,0,0,19,3.947,0,0,0,0,0,19,SPEED F
ISEN-210,22,19,6,0,0,47,3.34,0,0,0,0,0,47,MILLER S
ISEN-210,17,24,3,0,1,45,3.244,0,0,0,0,0,45,SARAVANAN P
ISEN-210,13,27,5,0,0,45,3.177,0,0,0,0,0,45,MILLER S
ISEN-210,19,22,5,0,1,47,3.234,0,0,0,0,0,47,SARAVANAN P
ISEN-230,13,15,16,3,4,51,2.588,1,0,0,6,0,58,WANG Y
ISEN-230,10,20,22,8,3,63,2.375,0,0,0,9,0,72,VALDEZ-FLORES C
ISEN-230,17,20,17,9,1,64,2.63,2,0,0,8,0,74,VALDEZ-FLORES C
ISEN-281,3,13,10,1,0,27,2.666,0,0,0,0,0,27,BUKKAPATNAM S
ISEN-281,8,10,9,0,0,27,2.962,0,0,0,0,0,27,BUKKAPATNAM S
ISEN-281,2,11,10,1,0,24,2.583,0,0,0,0,0,24,BUKKAPATNAM S
ISEN-281,21,2,0,0,1,24,3.75,0,0,0,0,0,24,PEI Z
ISEN-281,21,2,1,0,0,24,3.833,0,0,0,0,0,24,PEI Z
ISEN-302,21,20,3,0,1,45,3.333,0,0,0,1,0,46,RODGERS A
ISEN-302,46,43,4,0,0,93,3.451,0,0,0,0,0,93,RODGERS A
ISEN-302,55,30,6,0,0,91,3.538,0,0,0,0,0,91,RODGERS A
ISEN-302,18,3,0,0,0,21,3.857,0,0,0,0,0,21,BUTENKO S
ISEN-302,11,24,2,0,0,37,3.243,0,0,0,0,0,37,RODGERS A
ISEN-310,8,22,12,0,1,43,2.837,0,0,0,2,0,45,LAWLEY M
ISEN-310,8,6,11,4,3,32,2.375,0,0,0,6,0,38,DIAZ MARTINEZ N
ISEN-310,7,11,11,2,3,34,2.5,0,0,0,7,0,41,VALDEZ-FLORES C
ISEN-320,8,24,15,0,1,48,2.791,0,0,0,0,0,48,MORENO CENTENO E
ISEN-320,7,20,13,5,1,46,2.586,0,0,0,2,0,48,KITZMILLER K
ISEN-320,6,17,18,3,3,47,2.425,0,0,0,0,0,47,PARDALOS M
ISEN-330,20,15,7,2,0,44,3.204,0,0,0,0,0,44,MEHTA R
ISEN-330,27,31,10,1,1,70,3.171,0,0,0,1,0,71,SASANGOHAR F
ISEN-330,3,15,2,1,0,21,2.952,0,0,0,0,0,21,PARK J
ISEN-340,10,11,9,2,1,33,2.818,0,0,0,28,0,61,MOMCILOVIC P
ISEN-340,3,10,12,2,2,29,2.344,0,0,0,22,0,51,MOMCILOVIC P
ISEN-340,37,25,10,1,2,75,3.253,0,0,0,0,0,75,LAWLEY M
ISEN-350,21,30,18,3,0,72,2.958,0,0,0,0,0,72,BENNETT G
ISEN-350,9,14,31,2,0,56,2.535,0,0,0,2,0,58,BENNETT G
ISEN-350,14,16,14,3,0,47,2.872,0,0,0,1,0,48,CHEN G
ISEN-355,7,16,18,5,0,46,2.543,0,0,0,0,0,46,ECKMAN D
ISEN-355,22,24,14,4,5,69,2.782,0,0,0,2,0,71,FELDMAN R
ISEN-355,13,25,22,3,0,63,2.761,0,0,0,0,0,63,ECKMAN D
ISEN-360,26,28,12,0,0,66,3.212,0,0,0,0,0,66,SUSINDAR S
ISEN-370,19,16,8,1,0,44,3.204,0,0,0,1,0,45,WANG Y
ISEN-370,6,21,4,4,0,35,2.828,1,0,0,3,0,39,WANG Y
ISEN-370,5,34,10,4,1,54,2.703,0,0,0,2,0,56,WANG Y
ISEN-405,39,39,10,1,0,89,3.303,0,0,0,0,0,89,WANG S
ISEN-410,42,23,8,1,0,74,3.432,0,0,0,0,0,74,YE J
ISEN-411,39,29,8,1,0,77,3.376,0,0,0,0,0,77,KOPPA R
ISEN-413,15,16,5,5,0,41,3,0,0,0,1,0,42,ERRAGUNTLA M
ISEN-427,6,23,6,0,0,35,3,0,0,0,0,0,35,GARCIA A
ISEN-433,15,24,1,0,0,40,3.35,0,0,0,0,0,40,ZHANG X
ISEN-434,11,28,9,2,0,50,2.96,0,0,0,0,0,50,CURRIE-GREGG N
ISEN-440,23,35,2,0,1,61,3.295,0,0,0,0,0,61,DO M
ISEN-453,8,8,12,11,0,39,2.333,0,0,0,1,0,40,CURRY G
ISEN-460,57,4,1,0,0,62,3.903,0,0,0,0,0,62,GRAUL M
ISEN-460,56,6,1,0,0,63,3.873,0,0,0,0,0,63,DO M
ISEN-460,49,8,2,0,0,59,3.796,0,0,0,0,0,59,DO M
ISEN-608,48,23,0,0,0,71,3.676,1,0,0,0,0,72,PARSAEI H
ISEN-608,26,5,0,0,0,31,3.838,0,0,0,0,0,31,PARSAEI H
ISEN-613,32,43,1,0,0,76,3.407,0,0,0,0,0,76,EKSIN C
ISEN-613,24,38,4,0,0,66,3.303,8,0,0,0,0,74,ERRAGUNTLA M
ISEN-614,28,28,2,0,0,58,3.448,0,0,0,0,0,58,LEE J
ISEN-614,2,5,0,0,0,7,3.285,0,0,0,2,0,9,LEE J
ISEN-615,45,22,8,1,0,76,3.46,0,0,0,0,0,76,GEUNES J
ISEN-615,3,2,0,0,0,5,3.6,0,0,0,1,0,6,GEUNES J
ISEN-616,53,17,1,0,0,71,3.732,0,0,0,0,0,71,TUO R
ISEN-616,51,25,4,0,0,80,3.587,0,0,0,0,0,80,TUO R
ISEN-616,19,2,0,0,0,21,3.904,0,0,0,0,0,21,TUO R
ISEN-617,43,29,8,1,0,81,3.407,0,0,0,0,0,81,GEUNES J
ISEN-617,2,4,0,1,0,7,3,0,0,0,1,0,8,GEUNES J
ISEN-619,4,4,1,0,0,9,3.333,0,0,0,0,0,9,DING Y
ISEN-620,12,7,4,0,1,24,3.208,0,0,0,0,0,24,MORENO CENTENO E
ISEN-620,9,2,2,0,0,13,3.538,0,0,0,1,0,14,BUTENKO S
ISEN-623,6,8,3,0,0,17,3.176,0,0,0,0,0,17,BUTENKO S
ISEN-630,9,10,1,0,0,20,3.4,0,0,0,1,0,21,SASANGOHAR F
ISEN-631,24,2,0,0,0,26,3.923,0,0,0,0,0,26,FERRIS T
ISEN-631,8,4,0,0,0,12,3.666,0,0,0,0,0,12,FERRIS T
ISEN-633,8,4,0,0,0,12,3.666,0,0,0,0,0,12,ZHANG X
ISEN-641,6,9,1,0,1,17,3.117,0,0,0,0,0,17,MAYER R
ISEN-645,90,5,0,0,0,95,3.947,0,0,0,0,0,95,GRAUL M
ISEN-645,18,3,0,0,0,21,3.857,1,0,0,0,0,22,GRAUL M
ISEN-667,16,26,3,0,0,45,3.288,0,0,0,2,0,47,SMITH D
ISEN-671,18,9,0,0,0,27,3.666,0,0,0,0,0,27,CURRIE-GREGG N
ISEN-671,7,4,2,0,0,13,3.384,0,0,0,0,0,13,CURRIE-GREGG N
MSEN-201,10,24,7,2,0,43,2.976,0,0,0,2,0,45,BUTLER B
MSEN-210,3,3,0,0,0,6,3.5,0,0,0,0,0,6,ARROYAVE R
MSEN-210,10,27,33,9,2,81,2.419,0,0,0,3,0,84,ARROYAVE R
MSEN-222,8,35,33,8,1,85,2.482,2,0,0,3,0,90,OZMETIN A
MSEN-222,15,32,34,5,0,86,2.662,0,0,0,2,0,88,OZMETIN A
MSEN-222,34,34,14,2,0,84,3.19,0,0,0,5,0,89,ATLI K
MSEN-250,5,1,0,0,0,6,3.833,0,0,0,0,0,6,PENTZER E
MSEN-250,12,21,4,1,0,38,3.157,0,0,0,1,0,39,PENTZER E
MSEN-260,24,36,10,1,1,72,3.125,0,0,0,1,0,73,THOMAS E
MSEN-281,64,5,0,0,0,69,3.927,0,0,0,0,0,69,KARAMAN I
MSEN-301,9,3,0,0,0,12,3.75,0,0,0,0,0,12,XIE K
MSEN-301,6,3,0,0,1,10,3.3,0,0,0,1,0,11,XIE K
MSEN-301,11,1,0,0,0,12,3.916,0,0,0,0,0,12,XIE K
MSEN-301,10,2,0,0,0,12,3.833,0,0,0,0,0,12,XIE K
MSEN-301,11,1,0,0,0,12,3.916,0,0,0,0,0,12,XIE K
MSEN-301,8,5,0,0,0,13,3.615,0,0,0,0,0,13,XIE K
MSEN-301,9,2,1,0,0,12,3.666,0,0,0,0,0,12,XIE K
MSEN-325,3,2,0,0,0,5,3.6,0,0,0,0,0,5,QIAN X
MSEN-325,12,34,12,0,1,59,2.949,0,0,0,8,0,67,QIAN X
MSEN-330,16,30,8,3,0,57,3.035,0,0,0,0,0,57,CAGIN T
MSEN-360,7,5,0,0,0,12,3.583,0,0,0,0,0,12,KOLLURU P
MSEN-360,7,6,1,0,0,14,3.428,0,0,0,0,0,14,KOLLURU P
MSEN-360,4,5,3,1,0,13,2.923,0,0,0,0,0,13,KOLLURU P
MSEN-360,8,4,1,0,0,13,3.538,0,0,0,0,0,13,KOLLURU P
MSEN-360,7,4,0,0,0,11,3.636,0,0,0,0,0,11,KOLLURU P
MSEN-360,9,2,1,0,0,12,3.666,0,0,0,1,0,13,KOLLURU P
MSEN-380,31,38,7,0,1,77,3.272,0,0,0,1,0,78,HARTWIG K
MSEN-400,1,8,1,0,0,10,3,0,0,0,0,0,10,TU Q
MSEN-400,2,5,3,0,0,10,2.9,0,0,0,0,0,10,TU Q
MSEN-400,2,5,3,0,0,10,2.9,0,0,0,0,0,10,TU Q
MSEN-400,2,4,2,0,0,8,3,0,0,0,0,0,8,TU Q
MSEN-400,0,4,4,0,1,9,2.222,0,0,0,0,0,9,TU Q
MSEN-400,5,6,0,0,0,11,3.454,0,0,0,0,0,11,TU Q
MSEN-402,6,9,0,0,0,15,3.4,0,0,0,0,0,15,ATLI K
MSEN-402,8,5,0,0,0,13,3.615,0,0,0,0,0,13,ATLI K
MSEN-402,12,2,0,0,0,14,3.857,0,0,0,0,0,14,ATLI K
MSEN-402,9,2,0,0,0,11,3.818,0,0,0,0,0,11,ATLI K
MSEN-444,6,7,1,0,0,14,3.357,0,0,0,0,0,14,CASE R
MSEN-446,7,5,0,0,0,12,3.583,0,0,0,0,0,12,CASE R
MSEN-458,4,1,4,0,0,9,3,0,0,0,1,0,10,RADOVIC M
MSEN-489,6,8,5,0,0,19,3.052,0,0,0,1,0,20,SUKHISHVILI S
MSEN-489,8,1,0,0,0,9,3.888,0,0,0,0,0,9,TALREJA R
MSEN-489,1,7,8,0,0,16,2.562,0,0,0,0,0,16,PHARR G
MSEN-601,6,5,2,0,0,13,3.307,0,0,0,0,0,13,PARAMORE J
MSEN-602,27,22,9,0,0,58,3.31,0,0,0,0,0,58,CAGIN T
MSEN-605,5,1,0,0,0,6,3.833,0,0,0,0,0,6,TALREJA R
MSEN-617,4,7,0,0,0,11,3.083,0,0,0,0,0,11,SHAMBERGER P
MSEN-619,8,1,0,0,0,9,3.888,0,0,0,0,0,9,AHMED K
MSEN-620,3,14,6,0,0,23,2.869,0,0,0,1,0,24,DEMKOWICZ M
MSEN-625,1,9,7,2,0,19,2.473,0,0,0,0,0,19,SRIVASTAVA A
MSEN-644,4,1,0,0,0,5,3.8,0,0,0,0,0,5,CASE R
MSEN-645,3,6,0,0,0,9,3.333,0,0,0,0,0,9,BENZERGA A
MSEN-646,5,2,0,0,0,7,3.714,0,0,0,1,0,8,CASE R
MSEN-658,2,4,1,0,0,7,3.142,0,0,0,2,0,9,RADOVIC M
MSEN-666,6,8,1,0,0,15,3.333,0,0,0,0,0,15,PHARR G
MEEN-210,66,6,3,0,0,75,3.84,0,0,0,0,0,75,TRAN T
MEEN-210,69,3,1,0,0,73,3.931,0,0,0,0,0,73,TRAN T
MEEN-221,15,24,25,4,2,70,2.657,1,0,0,7,0,78,RUIMI A
MEEN-221,21,37,19,6,5,88,2.715,0,0,0,6,0,94,THOMAS N
MEEN-221,21,31,21,10,6,89,2.573,0,0,0,10,0,99,MCVAY M
MEEN-221,25,34,24,4,3,90,2.822,0,0,0,5,0,95,MCVAY M
MEEN-223,71,21,0,0,0,92,3.771,0,0,0,2,0,94,QIU J
MEEN-223,79,18,0,0,0,97,3.814,0,0,0,0,0,97,PHARR M
MEEN-223,20,12,3,1,0,36,3.416,0,0,0,0,0,36,PHARR M
MEEN-225,10,13,7,2,1,33,2.878,0,0,0,3,0,36,COPE D
MEEN-225,8,15,9,0,0,32,2.968,0,0,0,2,0,34,COPE D
MEEN-260,13,7,3,0,0,23,3.434,0,0,0,0,0,23,SUBRAMANIAN V
MEEN-260,16,7,1,0,0,24,3.625,0,0,0,0,0,24,SUBRAMANIAN V
MEEN-260,12,10,2,0,0,24,3.416,0,0,0,0,0,24,SUBRAMANIAN V
MEEN-260,10,8,3,0,0,21,3.333,0,0,0,1,0,22,SUBRAMANIAN V
MEEN-260,9,9,5,0,0,23,3.173,0,0,0,0,0,23,HAGLUND J
MEEN-260,8,7,6,2,0,23,2.913,1,0,0,0,0,24,HAGLUND J
MEEN-260,11,11,2,0,0,24,3.375,0,0,0,0,0,24,HAGLUND J
MEEN-260,7,13,1,0,0,21,3.285,0,0,0,1,0,22,HAGLUND J
MEEN-260,12,10,0,1,0,23,3.434,0,0,0,0,0,23,LEE C
MEEN-260,3,5,2,0,0,10,3.1,0,0,0,0,0,10,LEE C
MEEN-260,5,4,7,1,1,18,2.611,0,0,0,1,0,19,LEE C
MEEN-260,6,12,3,1,0,22,3.045,0,0,0,0,0,22,LEE C
MEEN-260,10,12,1,1,0,24,3.291,0,0,0,0,0,24,MCVAY M
MEEN-260,12,8,2,0,0,22,3.454,0,0,0,0,0,22,MCVAY M
MEEN-260,16,7,1,0,0,24,3.625,0,0,0,0,0,24,MCVAY M
MEEN-260,5,15,3,0,0,23,3.086,0,0,0,0,0,23,MCVAY M
MEEN-285,3,1,2,0,0,6,3.166,0,0,0,0,0,6,COPE D
MEEN-305,24,27,17,2,0,70,3.042,0,0,0,0,0,70,WILKERSON J
MEEN-305,7,11,6,0,1,25,2.92,0,0,0,2,0,27,SUBRAMANIAN V
MEEN-315,6,16,9,0,0,31,2.903,0,0,0,1,0,32,ANTAO D
MEEN-315,41,29,24,0,0,94,3.18,0,0,0,5,0,99,LAN S
MEEN-315,29,43,20,1,0,93,3.075,0,0,0,5,0,98,KULATILAKA W
MEEN-315,31,33,22,3,1,90,3,0,0,0,7,0,97,HAGLUND J
MEEN-315,18,12,9,0,1,40,3.15,0,0,0,1,0,41,SCHWEIZER C
MEEN-315,28,39,29,2,0,98,2.948,0,0,0,1,0,99,KIM H
MEEN-344,5,13,16,8,4,46,2.152,0,0,0,17,0,63,BORAZJANI I
MEEN-344,6,35,26,6,0,73,2.561,0,0,0,3,0,76,BANDYOPADHYAY A
MEEN-345,13,2,3,0,0,18,3.555,0,0,0,0,0,18,KIM H
MEEN-345,16,1,0,0,0,17,3.941,0,0,0,0,0,17,KIM H
MEEN-345,16,2,0,0,0,18,3.888,0,0,0,0,0,18,KIM H
MEEN-345,16,1,0,0,0,17,3.941,0,0,0,0,0,17,KIM H
MEEN-345,14,4,0,0,0,18,3.777,0,0,0,0,0,18,KIM H
MEEN-345,10,8,0,0,0,18,3.555,0,0,0,0,0,18,KIM H
MEEN-345,17,1,0,0,0,18,3.944,0,0,0,0,0,18,KIM H
MEEN-345,15,3,0,0,0,18,3.833,0,0,0,0,0,18,KIM H
MEEN-345,16,2,0,0,0,18,3.888,0,0,0,0,0,18,KIM H
MEEN-345,14,3,0,0,0,17,3.823,0,0,0,0,0,17,KIM H
MEEN-345,16,2,0,0,0,18,3.888,0,0,0,0,0,18,KIM H
MEEN-345,12,5,0,0,0,17,3.705,0,0,0,0,0,17,KIM H
MEEN-345,16,2,0,0,0,18,3.888,0,0,0,0,0,18,KIM H
MEEN-345,14,4,0,0,0,18,3.777,0,0,0,0,0,18,KIM H
MEEN-345,16,2,0,0,0,18,3.888,0,0,0,0,0,18,KIM H
MEEN-345,18,0,0,0,0,18,4,0,0,0,0,0,18,KIM H
MEEN-345,16,3,0,0,0,19,3.842,0,0,0,0,0,19,KIM H
MEEN-345,12,6,0,0,0,18,3.666,0,0,0,0,0,18,KIM H
MEEN-357,15,14,0,0,1,30,3.4,0,0,0,0,0,30,TRAN T
MEEN-357,22,15,3,0,0,40,3.475,0,0,0,2,0,42,TSAI Y
MEEN-360,9,61,23,0,0,93,2.849,0,0,0,0,0,93,BALAWI S
MEEN-360,21,48,13,1,0,83,3.072,0,0,0,0,0,83,KRISHNAMOORTHY A
MEEN-360,30,49,12,3,0,94,3.127,0,0,0,0,0,94,CORLETO-MENA C
MEEN-360,20,38,14,1,1,74,3.013,0,0,0,0,0,74,CORLETO-MENA C
MEEN-361,15,0,0,0,0,15,4,0,0,0,0,0,15,THOMAS N
MEEN-361,14,0,0,0,0,14,4,0,0,0,0,0,14,THOMAS N
MEEN-361,14,0,0,0,0,14,4,0,0,0,0,0,14,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,15,0,0,0,0,15,4,0,0,0,0,0,15,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,14,1,0,0,0,15,3.933,0,0,0,0,0,15,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,15,0,0,0,0,15,4,0,0,0,0,0,15,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,15,0,0,0,0,15,4,0,0,0,0,0,15,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,16,0,0,0,0,16,4,0,0,0,0,0,16,THOMAS N
MEEN-361,17,0,0,0,0,17,4,0,0,0,0,0,17,THOMAS N
MEEN-363,19,29,8,3,1,60,3.033,0,0,0,4,0,64,KIM Y
MEEN-363,19,16,11,3,0,49,3.04,0,0,0,0,0,49,XU W
MEEN-364,9,6,5,2,0,22,3,0,0,0,0,0,22,KIM W
MEEN-364,3,14,4,0,0,21,2.952,0,0,0,0,0,21,KIM W
MEEN-364,7,9,4,0,0,20,3.15,0,0,0,0,0,20,KIM W
MEEN-364,5,10,4,0,0,19,3.052,0,0,0,2,0,21,KIM W
MEEN-364,7,10,1,0,1,19,3.157,1,0,0,0,0,20,ELLIOTT M
MEEN-364,1,16,2,0,0,19,2.947,0,0,0,0,0,19,ELLIOTT M
MEEN-364,6,12,3,0,1,22,3,0,0,0,0,0,22,ELLIOTT M
MEEN-364,1,7,2,0,0,10,2.9,0,0,0,0,0,10,ELLIOTT M
MEEN-364,8,10,2,1,0,21,3.19,0,0,0,1,0,22,PALAZZOLO A
MEEN-364,7,12,4,0,0,23,3.13,0,0,0,0,0,23,PALAZZOLO A
MEEN-364,7,10,4,0,0,21,3.142,0,0,0,0,0,21,PALAZZOLO A
